variant,threshold_percent,n_tois_flagged,avg_normalized_importance,max_normalized_importance
urf4_model_variant_n200_d13_c2_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,10,12,0.1944006164016664,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,20,17,0.1901719017300305,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,30,17,0.1901719017300305,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,40,20,0.16300090488530977,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,50,26,0.1261107713744079,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,60,32,0.10273349049140501,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,70,38,0.08680873665272205,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,80,42,0.08166369036147147,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,90,43,0.07976966826688711,1.0
urf4_model_variant_n200_d27_c10_n100ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,10,11,0.21204995468763393,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,20,17,0.19007350151967933,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,30,23,0.1409260993394385,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,40,27,0.12166466211333347,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,50,31,0.10606094873359895,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,60,34,0.09673521030847276,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,70,39,0.08443422883275833,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,80,44,0.07509614842021309,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,90,46,0.0718633158356728,1.0
urf4_model_variant_n200_d27_c10_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,10,10,0.23324969248258984,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,20,15,0.21538776445374472,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,30,21,0.15602891444230074,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,40,23,0.1425843571076698,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,50,27,0.12151212455516783,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,60,28,0.11717569825024529,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,70,32,0.1027457220950498,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,80,40,0.08233925599140746,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,90,44,0.07511725269020388,1.0
urf4_model_variant_n200_d27_c10_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,10,10,0.23324969248258984,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,20,16,0.20194611357293035,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,30,21,0.15506327562951602,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,40,27,0.12198968433058438,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,50,31,0.10630786572220931,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,60,35,0.09421469546222672,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,70,37,0.08912882465579679,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,80,43,0.07975400690511397,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,90,44,0.07794318092922513,1.0
urf4_model_variant_n200_d27_c2_n100ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,10,10,0.2332496924825898,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,20,17,0.19119918530594304,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,30,23,0.14267568099794173,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,40,29,0.11362364338261016,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,50,31,0.10629770314695355,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,60,34,0.09693410690335415,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,70,36,0.09156065534574859,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,80,39,0.08454919976988971,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,90,42,0.08161937462670668,1.0
urf4_model_variant_n200_d27_c2_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,10,10,0.23324969248258984,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,20,17,0.19111311695988906,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,30,20,0.16252865966505656,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,40,25,0.1302959046235073,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,50,30,0.10981404444728003,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,60,35,0.09423379222803525,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,70,40,0.08251581983939667,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,80,40,0.08251581983939667,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,90,45,0.07627811055875092,1.0
urf4_model_variant_n200_d27_c2_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,10,10,0.2332496924825898,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,20,16,0.19756975620977657,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,30,21,0.15498929058750002,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,40,23,0.14154887126452717,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,50,27,0.12072333988670474,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,60,29,0.11278253357482952,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,70,39,0.08461143953663755,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,80,41,0.08048438559272077,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,90,44,0.07798643382456538,1.0
urf4_model_variant_n300_d13_c10_n100ppm_anomaly_scores_sector_2,100,49,0.07009666352188511,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,10,11,0.2856745391721557,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,20,16,0.2019461135729304,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,30,21,0.15391689200300057,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,40,26,0.12566587631540155,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,50,28,0.11679742316169082,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,60,33,0.09920878215904423,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,70,39,0.08463800555497904,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,80,41,0.08050965570772853,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,90,45,0.07628133118423419,1.0
urf4_model_variant_n300_d13_c10_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,10,11,0.28567453917215574,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,20,17,0.19036919675393313,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,30,22,0.1490790861142905,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,40,23,0.14300515995651245,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,50,27,0.1218573086289288,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,60,29,0.11347384879946298,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,70,35,0.09415333988335567,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,80,41,0.08047118761076444,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,90,45,0.07625737250430945,1.0
urf4_model_variant_n300_d13_c10_n50ppm_anomaly_scores_sector_2,100,49,0.07009666352188511,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,10,11,0.21204995468763393,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,20,13,0.2417484925298316,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,30,20,0.16167034016880588,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,40,24,0.13486331790566863,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,50,29,0.11615194739540737,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,60,31,0.10865871425288713,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,70,36,0.09369114154106578,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,80,38,0.08878066274253608,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,90,43,0.07880935874572956,1.0
urf4_model_variant_n300_d13_c2_n100ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,10,12,0.26187270896931564,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,20,15,0.2153861531774086,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,30,22,0.14724508136172673,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,40,26,0.12471708081055982,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,50,32,0.10148488384976723,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,60,35,0.09281565315561786,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,70,40,0.08233456820261614,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,80,42,0.08150628047147605,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,90,44,0.0778370712375699,1.0
urf4_model_variant_n300_d13_c2_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,10,11,0.28567453917215574,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,20,16,0.20194611357293035,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,30,23,0.14173333459812054,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,40,27,0.12083878566863288,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,50,34,0.09611432502814109,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,60,38,0.08667079608837243,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,70,40,0.08556445580207227,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,80,43,0.07960109082016761,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,90,46,0.07444336532893527,1.0
urf4_model_variant_n300_d13_c2_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,10,10,0.2332496924825898,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,20,17,0.19017190173003054,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,30,22,0.14726102240162348,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,40,26,0.1263128146587005,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,50,31,0.10604220700571448,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,60,33,0.099632680449484,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,70,39,0.08438997605932895,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,80,40,0.08230199503131111,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,90,42,0.08151650737228697,1.0
urf4_model_variant_n300_d27_c10_n100ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,10,12,0.19440238971005366,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,20,15,0.21538776445374472,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,30,23,0.1426786720292047,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,40,27,0.12155251071536703,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,50,31,0.10634084197363598,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,60,33,0.09993961141221659,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,70,39,0.08465736865952203,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,80,42,0.07864017289848474,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,90,42,0.07864017289848474,1.0
urf4_model_variant_n300_d27_c10_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,10,10,0.23324969248258984,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,20,15,0.21538776445374472,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,30,22,0.1472119353217337,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,40,25,0.13026703750411675,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,50,32,0.10269825423064827,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,60,34,0.09666434180343078,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,70,35,0.09390881033174257,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,80,42,0.07839639408077477,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,90,45,0.07322858640372078,1.0
urf4_model_variant_n300_d27_c10_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,10,10,0.23324969248258984,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,20,17,0.19139648032984566,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,30,21,0.15507375472703544,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,40,24,0.1367945314889439,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,50,29,0.11799613646543777,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,60,29,0.11799613646543777,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,70,36,0.09519565290306597,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,80,38,0.090209095738072,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,90,44,0.07797356422747403,1.0
urf4_model_variant_n300_d27_c2_n100ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,10,12,0.19441949958654933,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,20,17,0.1901719017300305,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,30,23,0.14268452350020883,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,40,28,0.11727259246743212,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,50,32,0.10273924079468474,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,60,34,0.09670722989945076,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,70,39,0.08438988272027545,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,80,44,0.07486592024517286,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,90,46,0.07164458373494717,1.0
urf4_model_variant_n300_d27_c2_n200ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,10,11,0.21207055452568807,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,20,15,0.21538776445374472,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,30,22,0.14916062020564141,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,40,26,0.12627863804304162,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,50,30,0.10946385439458006,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,60,36,0.09154907623281719,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,70,38,0.0867975495905019,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,80,42,0.08163361652069827,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,90,43,0.07976608173476624,1.0
urf4_model_variant_n300_d27_c2_n50ppm_anomaly_scores_sector_2,100,49,0.0700966635218851,1.0
